TAID,Name,IUPAC Name,PubChem CID,Canonical SMILES,InChIKey,Toxicity Value
TOX-406,,dimethyl-[2-[5-(pyrrolidin-1-ylsulfonylmethyl)-1H-indol-3-yl]ethyl]azanium,25272022,C[NH+](C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,WKEMJKQOLOHJLZ-UHFFFAOYSA-O,0
TOX-407,escitalopram(1+),3-[(1S)-5-cyano-1-(4-fluorophenyl)-3H-2-benzofuran-1-yl]propyl-dimethylazanium,40466954,C[NH+](C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21,WSEQXVZVJXJVFP-FQEVSTJZSA-O,0
TOX-408,clomipramine(1+),"3-(2-chloro-5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-dimethylazanium",4336361,C[NH+](C)CCCN1c2ccccc2CCc2ccc(Cl)cc21,GDLIGKIOYRNHDA-UHFFFAOYSA-O,0
TOX-409,,"3-(5,6-dihydrobenzo[b][1]benzazepin-11-yl)propyl-dimethylazanium",3434472,C[NH+](C)CCCN1c2ccccc2CCc2ccccc21,BCGWQEUPMDMJNV-UHFFFAOYSA-O,0
TOX-410,,3-(2-chlorophenothiazin-10-yl)propyl-dimethylazanium,638552,C[NH+](C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,ZPEIMTDSQAKGNT-UHFFFAOYSA-O,0
TOX-411,,dimethyl(3-phenothiazin-10-ylpropyl)azanium,5259899,C[NH+](C)CCCN1c2ccccc2Sc2ccccc21,ZGUGWUXLJSTTMA-UHFFFAOYSA-O,0
TOX-412,,2-[(4-methoxyphenyl)methyl-pyridin-2-ylamino]ethyl-dimethylazanium,3732019,COc1ccc(CN(CC[NH+](C)C)c2ccccn2)cc1,YECBIJXISLIIDS-UHFFFAOYSA-O,0
TOX-413,,2-[benzyl(pyridin-2-yl)amino]ethyl-dimethylazanium,3859614,C[NH+](C)CCN(Cc1ccccc1)c1ccccn1,UFLGIAIHIAPJJC-UHFFFAOYSA-O,0
TOX-414,,2-benzhydryloxyethyl(dimethyl)azanium,3267139,C[NH+](C)CCOC(c1ccccc1)c1ccccc1,ZZVUWRFHKOJYTH-UHFFFAOYSA-O,0
TOX-415,,2-[2-(1-hydroxycyclopentyl)-2-phenylacetyl]oxyethyl-dimethylazanium,3819932,C[NH+](C)CCOC(=O)C(c1ccccc1)C1(O)CCCC1,SKYSRIRYMSLOIN-UHFFFAOYSA-O,0
TOX-416,,"dimethyl-[2-[4-[[(3,4,5-trimethoxybenzoyl)amino]methyl]phenoxy]ethyl]azanium",25273237,COc1cc(C(=O)NCc2ccc(OCC[NH+](C)C)cc2)cc(OC)c1OC,FEZBIKUBAYAZIU-UHFFFAOYSA-O,0
TOX-417,,methyl-(naphthalen-1-ylmethyl)-[(E)-3-phenylprop-2-enyl]azanium,36688153,C[NH+](C/C=C/c1ccccc1)Cc1cccc2ccccc12,OZGNYLLQHRPOBR-DHZHZOJOSA-O,0
TOX-418,,benzyl-methyl-prop-2-ynylazanium,6973659,C#CC[NH+](C)Cc1ccccc1,DPWPWRLQFGFJFI-UHFFFAOYSA-O,0
TOX-419,,2-[4-(methanesulfonamido)phenoxy]ethyl-[2-[4-(methanesulfonamido)phenyl]ethyl]-methylazanium,25273571,C[NH+](CCOc1ccc(NS(C)(=O)=O)cc1)CCc1ccc(NS(C)(=O)=O)cc1,IXTMWRCNAAVVAI-UHFFFAOYSA-O,0
TOX-420,,bis(2-chloroethyl)-methylazanium,7017958,C[NH+](CCCl)CCCl,HAWPXGHAZFHHAD-UHFFFAOYSA-O,0
TOX-421,scopolamine(1+),"[(1R,2R,4S,5S)-9-methyl-3-oxa-9-azoniatricyclo[3.3.1.02,4]nonan-7-yl] (2S)-3-hydroxy-2-phenylpropanoate",11870469,C[NH+]1[C@H]2CC(OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,STECJAGHUSJQJN-USLFZFAMSA-O,0
TOX-422,,"(1R,5R)-3-benzhydryloxy-8-methyl-8-azoniabicyclo[3.2.1]octane",6973661,C[NH+]1[C@@H]2CC[C@@H]1CC(OC(c1ccccc1)c1ccccc1)C2,GIJXKZJWITVLHI-RTBURBONSA-O,0
TOX-423,"(S,S)-asenapine(1+)","(2S,6S)-9-chloro-4-methyl-13-oxa-4-azoniatetracyclo[12.4.0.02,6.07,12]octadeca-1(18),7(12),8,10,14,16-hexaene",70679035,C[NH+]1C[C@@H]2c3ccccc3Oc3ccc(Cl)cc3[C@H]2C1,VSWBSWWIRNCQIJ-HUUCEWRRSA-O,0
TOX-424,galanthamine(1+),"(1S,12S,14R)-9-methoxy-4-methyl-11-oxa-4-azoniatetracyclo[8.6.1.01,12.06,17]heptadeca-6(17),7,9,15-tetraen-14-ol",11860544,COc1ccc2c3c1O[C@H]1C[C@@H](O)C=C[C@@]31CC[NH+](C)C2,ASUTZQLVASHGKV-JDFRZJQESA-O,0
TOX-425,Hydrocodeine,"(4R,4aR,7S,7aR,12bS)-9-methoxy-3-methyl-1,2,3,4,4a,5,6,7,7a,13-decahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-ol",40479707,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)[NH+](C)CC[C@]314,RBOXVHNMENFORY-DNJOTXNNSA-O,0
TOX-426,,"(4R,4aS,7aR,12bS)-4a,9-dihydroxy-3-methyl-1,2,3,4,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one",21677759,C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5,UQCNKQCJZOAFTQ-ISWURRPUSA-O,0
TOX-427,oxycodone cation,"(4R,4aS,7aR,12bS)-4a-hydroxy-9-methoxy-3-methyl-1,2,3,4,5,6,7a,13-octahydro-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one",21677760,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)[NH+](C)CC[C@]314,BRUQQQPBMZOVGD-XFKAJCMBSA-O,0
TOX-428,,"(4R,4aR,7aR,12bS)-9-hydroxy-3-methyl-2,3,4,4a,5,6,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one",41097873,C[NH+]1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,WVLOADHCBXTIJK-YNHQPCIGSA-O,0
TOX-429,,"(4R,4aR,7aR,12bS)-9-methoxy-3-methyl-2,3,4,4a,5,6,7a,13-octahydro-1H-4,12-methanobenzofuro[3,2-e]isoquinolin-3-ium-7-one",11861720,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)[NH+](C)CC[C@]314,LLPOLZWFYMWNKH-CMKMFDCUSA-O,0
TOX-430,,"(1R,9R,10R)-17-methyl-17-azoniatetracyclo[7.5.3.01,10.02,7]heptadeca-2(7),3,5-trien-4-ol",22525422,C[NH+]1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,JAQUASYNZVUNQP-USXIJHARSA-O,0
TOX-431,,N-(4-bromo-2-fluorophenyl)-6-methoxy-7-[(1-methylpiperidin-1-ium-4-yl)methoxy]quinazolin-4-amine,40467354,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CC[NH+](C)CC1,UHTHHESEBZOYNR-UHFFFAOYSA-O,0
TOX-432,,4-benzhydryloxy-1-methylpiperidin-1-ium,3668575,C[NH+]1CCC(OC(c2ccccc2)c2ccccc2)CC1,OWQUZNMMYNAXSL-UHFFFAOYSA-O,0
TOX-433,,"(1S,16R)-10,25-dimethoxy-15,15,30-trimethyl-7,23-dioxa-15,30-diazoniaheptacyclo[22.6.2.23,6.18,12.118,22.027,31.016,34]hexatriaconta-3(36),4,6(35),8(34),9,11,18(33),19,21,24,26,31-dodecaene-9,21-diol",452970,COc1cc2c3cc1Oc1cc(ccc1O)C[C@@H]1c4c(cc(OC)c(O)c4Oc4ccc(cc4)C[C@@H]3[NH+](C)CC2)CC[N+]1(C)C,JFJZZMVDLULRGK-URLMMPGGSA-P,0
TOX-434,,"(6aR)-6-methyl-5,6,6a,7-tetrahydro-4H-dibenzo[de,g]quinolin-6-ium-10,11-diol",6931310,C[NH+]1CCc2cccc3c2[C@H]1Cc1ccc(O)c(O)c1-3,VMWNQDUVQKEIOC-CYBMUJFWSA-O,0
TOX-435,(S)-nicotinium(1+),3-[(2S)-1-methylpyrrolidin-1-ium-2-yl]pyridine,6919000,C[NH+]1CCC[C@H]1c1cccnc1,SNICXCGAKADSCV-JTQLQIEISA-O,0
TOX-436,,1-methyl-3-(9H-thioxanthen-9-ylmethyl)piperidin-1-ium,74937900,C[NH+]1CCCC(CC2c3ccccc3Sc3ccccc32)C1,MJFJKKXQDNNUJF-UHFFFAOYSA-O,0
TOX-437,,1-benzhydryl-4-methylpiperazin-4-ium,28079592,C[NH+]1CCN(C(c2ccccc2)c2ccccc2)CC1,UVKZSORBKUEBAZ-UHFFFAOYSA-O,0
TOX-438,,"[(7S)-6-(5-chloropyridin-2-yl)-5-oxo-7H-pyrrolo[3,4-b]pyrazin-7-yl] 4-methylpiperazin-4-ium-1-carboxylate",6957644,C[NH+]1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,GBBSUAFBMRNDJC-INIZCTEOSA-O,0
TOX-439,,10-[3-(4-methylpiperazin-4-ium-1-yl)propyl]-2-(trifluoromethyl)phenothiazine,28167162,C[NH+]1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,ZEWQUBUPAILYHI-UHFFFAOYSA-O,0
TOX-440,,"5-methyl-2,19-diaza-5-azoniatetracyclo[13.4.0.02,7.08,13]nonadeca-1(15),8,10,12,16,18-hexaene",75682717,C[NH+]1CCN2c3ncccc3Cc3ccccc3C2C1,RONZAEMNMFQXRA-UHFFFAOYSA-O,0
TOX-441,,"[(3R)-6-carbamoyl-2,3,4,9-tetrahydro-1H-carbazol-3-yl]-methylazanium",25272025,C[NH2+][C@@H]1CCc2[nH]c3ccc(C(N)=O)cc3c2C1,XPSQPHWEGNHMSK-SECBINFHSA-O,0
TOX-442,sertraline(1+),"[(1S,4S)-4-(3,4-dichlorophenyl)-1,2,3,4-tetrahydronaphthalen-1-yl]-methylazanium",1616961,C[NH2+][C@H]1CC[C@@H](c2ccc(Cl)c(Cl)c2)c2ccccc21,VGKDLMBJGBXTGI-SJCJKPOMSA-O,0
TOX-443,,[1-(2-chlorophenyl)-2-oxocyclohexyl]-methylazanium,5112454,C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,YQEZLKZALYSWHR-UHFFFAOYSA-O,0
TOX-444,,"methyl-[(2S,3R,4R,5R)-2,3,4,5,6-pentahydroxyhexyl]azanium",6999109,C[NH2+]C[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,MBBZMMPHUWSWHV-BDVNFPICSA-O,0
TOX-445,(R)-adrenaline(1+),"[(2R)-2-(3,4-dihydroxyphenyl)-2-hydroxyethyl]-methylazanium",6920143,C[NH2+]C[C@H](O)c1ccc(O)c(O)c1,UCTWMZQNUQWSLP-VIFPVBQESA-O,0
TOX-446,phenylephrine(1+),[(2R)-2-hydroxy-2-(3-hydroxyphenyl)ethyl]-methylazanium,6926378,C[NH2+]C[C@H](O)c1cccc(O)c1,SONNWYBIRXJNDC-VIFPVBQESA-O,0
TOX-447,,methyl-[3-phenyl-3-[4-(trifluoromethyl)phenoxy]propyl]azanium,15940193,C[NH2+]CCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,RTHCYVBBDHJXIQ-UHFFFAOYSA-O,0
TOX-448,,"methyl-[3-(1-tetracyclo[6.6.2.02,7.09,14]hexadeca-2,4,6,9,11,13-hexaenyl)propyl]azanium",1548977,C[NH2+]CCCC12CCC(c3ccccc31)c1ccccc12,QSLMDECMDJKHMQ-UHFFFAOYSA-O,0
TOX-449,,"methyl-[3-(2-tricyclo[9.4.0.03,8]pentadeca-1(15),3,5,7,9,11,13-heptaenyl)propyl]azanium",5230726,C[NH2+]CCCC1c2ccccc2C=Cc2ccccc21,BWPIARFWQZKAIA-UHFFFAOYSA-O,0
TOX-450,mifepristone,"(8S,11R,13S,14S,17S)-11-[4-(dimethylamino)phenyl]-17-hydroxy-13-methyl-17-prop-1-ynyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one",55245,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,VKHAHZOOUSRJNA-GCNJZUOMSA-N,0
TOX-451,,"[(3R)-1-[7-but-2-ynyl-3-methyl-1-[(4-methylquinazolin-2-yl)methyl]-2,6-dioxopurin-8-yl]piperidin-3-yl]azanium",24916993,CC#CCn1c(N2CCC[C@@H]([NH3+])C2)nc2c1c(=O)n(Cc1nc(C)c3ccccc3n1)c(=O)n2C,LTXREWYXXSTFRX-QGZVFWFLSA-O,0
TOX-452,,(2R)-3-phenyl-2-[(4-propan-2-ylcyclohexanecarbonyl)amino]propanoate,25271954,CC(C)C1CCC(C(=O)N[C@H](Cc2ccccc2)C(=O)[O-])CC1,OELFLUMRDSZNSF-OFLPRAFFSA-M,0
TOX-453,,"[1-(2,5-dimethoxyphenyl)-1-hydroxypropan-2-yl]azanium",78423099,COc1ccc(OC)c(C(O)C(C)[NH3+])c1,WJAJPNHVVFWKKL-UHFFFAOYSA-O,0
TOX-454,lactate,2-hydroxypropanoate,91435,CC(O)C(=O)[O-],JVTAAEKCZFNVCJ-UHFFFAOYSA-M,0
TOX-455,,4-amino-5-fluoro-3-[6-(4-methylpiperazin-1-yl)-1H-benzimidazol-2-yl]-1H-quinolin-2-one;2-hydroxypropanoic acid;hydrate,135611162,CC(O)C(=O)O.CN1CCN(c2ccc3c(c2)N/C(=C2/C(=O)N=c4cccc(F)c4=C2N)N3)CC1.O,QDPVYZNVVQQULH-UHFFFAOYSA-N,1
TOX-456,,(2S)-2-azaniumyl-3-methyl-3-sulfanylbutanoate,6926437,CC(C)(S)[C@@H]([NH3+])C(=O)[O-],VVNCNSJFMMFHPL-VKHMYHEASA-N,0
TOX-458,dactolisib,"2-methyl-2-[4-(3-methyl-2-oxo-8-quinolin-3-ylimidazo[4,5-c]quinolin-1-yl)phenyl]propanenitrile",11977753,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,JOGKUKXHTYWRGZ-UHFFFAOYSA-N,1
TOX-459,,2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoate,6919014,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)[O-],MQOBSOSZFYZQOK-UHFFFAOYSA-M,0
TOX-460,,2-[[2-[4-(4-chlorobenzoyl)phenoxy]-2-methylpropanoyl]amino]ethanesulfonate,3086319,CC(C)(Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1)C(=O)NCCS(=O)(=O)[O-],IYNIXDBLAVOMAW-UHFFFAOYSA-M,0
TOX-461,Atazanavir,"methyl N-[(2S)-1-[2-[(2S,3S)-2-hydroxy-3-[[(2S)-2-(methoxycarbonylamino)-3,3-dimethylbutanoyl]amino]-4-phenylbutyl]-2-[(4-pyridin-2-ylphenyl)methyl]hydrazinyl]-3,3-dimethyl-1-oxobutan-2-yl]carbamate",148192,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR-GASGPIRDSA-N,1
TOX-462,,tert-butyl-[(2R)-2-hydroxy-2-[4-hydroxy-3-(hydroxymethyl)phenyl]ethyl]azanium,6919099,CC(C)(C)[NH2+]C[C@H](O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-LBPRGKRZSA-O,0
TOX-463,(S)-timolol(1+),"tert-butyl-[(2S)-2-hydroxy-3-[(4-morpholin-4-yl-1,2,5-thiadiazol-3-yl)oxy]propyl]azanium",6919026,CC(C)(C)[NH2+]C[C@H](O)COc1nsnc1N1CCOCC1,BLJRIMJGRPQVNF-JTQLQIEISA-O,0
TOX-464,levobunolol(1+),"tert-butyl-[(2S)-2-hydroxy-3-[(5-oxo-7,8-dihydro-6H-naphthalen-1-yl)oxy]propyl]azanium",24848269,CC(C)(C)[NH2+]C[C@H](O)COc1cccc2c1CCCC2=O,IXHBTMCLRNMKHZ-LBPRGKRZSA-O,0
TOX-465,,tert-butyl-[(2S)-3-(2-cyclopentylphenoxy)-2-hydroxypropyl]azanium,24848402,CC(C)(C)[NH2+]C[C@H](O)COc1ccccc1C1CCCC1,KQXKVJAGOJTNJS-HNNXBMFYSA-O,0
TOX-466,,"tert-butyl-[2-(3,5-dihydroxyphenyl)-2-hydroxyethyl]azanium",5252031,CC(C)(C)[NH2+]CC(O)c1cc(O)cc(O)c1,XWTYSIMOBUGWOL-UHFFFAOYSA-O,0
TOX-467,,tert-butyl-[2-hydroxy-2-[4-hydroxy-3-(hydroxymethyl)phenyl]ethyl]azanium,5112745,CC(C)(C)[NH2+]CC(O)c1ccc(O)c(CO)c1,NDAUXUAQIAJITI-UHFFFAOYSA-O,0
TOX-468,carteolol(1+),"tert-butyl-[2-hydroxy-3-[(2-oxo-3,4-dihydro-1H-quinolin-5-yl)oxy]propyl]azanium",5249877,CC(C)(C)[NH2+]CC(O)COc1cccc2c1CCC(=O)N2,LWAFSWPYPHEXKX-UHFFFAOYSA-O,0
TOX-469,dipivefrin(1+),"[2-[3,4-bis(2,2-dimethylpropanoyloxy)phenyl]-2-hydroxyethyl]-methylazanium",71464652,C[NH2+]CC(O)c1ccc(OC(=O)C(C)(C)C)c(OC(=O)C(C)(C)C)c1,OCUJLLGVOUDECM-UHFFFAOYSA-O,0
TOX-470,ADEFOVIR DIPIVOXIL,"[2-(6-aminopurin-9-yl)ethoxymethyl-(2,2-dimethylpropanoyloxymethoxy)phosphoryl]oxymethyl 2,2-dimethylpropanoate",60871,CC(C)(C)C(=O)OCOP(=O)(COCCn1cnc2c(N)ncnc21)OCOC(=O)C(C)(C)C,WOZSCQDILHKSGG-UHFFFAOYSA-N,1
TOX-471,probucol,"2,6-ditert-butyl-4-[2-(3,5-ditert-butyl-4-hydroxyphenyl)sulfanylpropan-2-ylsulfanyl]phenol",4912,CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,FYPMFJGVHOHGLL-UHFFFAOYSA-N,0
TOX-472,Avobenzone,"1-(4-tert-butylphenyl)-3-(4-methoxyphenyl)propane-1,3-dione",51040,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,XNEFYCZVKIDDMS-UHFFFAOYSA-N,0
TOX-473,,1-[(4-tert-butylphenyl)methyl]-4-[(4-chlorophenyl)-phenylmethyl]piperazin-1-ium,74548901,CC(C)(C)c1ccc(C[NH+]2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)cc1,MOYGZHXDRJNJEP-UHFFFAOYSA-O,0
TOX-474,,(4-tert-butylphenyl)sulfonyl-[6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-2-pyrimidin-2-ylpyrimidin-4-yl]azanide,91931778,COc1ccccc1Oc1c(N=S(=O)([O-])c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,UJGUMHQLVYROSG-UHFFFAOYSA-N,0
TOX-475,,"4-(2,4,4-trimethylpentan-2-yl)phenol",8814,CC(C)(C)CC(C)(C)c1ccc(O)cc1,ISAVYTVYFVQUDY-UHFFFAOYSA-N,0
TOX-476,,"(2S)-N-[(2S,3R)-4-[(3S,4aS,8aS)-3-(tert-butylcarbamoyl)-1,2,3,4,4a,5,6,7,8,8a-decahydroisoquinolin-2-ium-2-yl]-3-hydroxy-1-phenylbutan-2-yl]-2-(quinoline-2-carbonylamino)butanediamide",23238238,CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,QWAXKHKRTORLEM-UGJKXSETSA-O,0
TOX-477,,2-[4-[1-hydroxy-4-[4-[hydroxy(diphenyl)methyl]piperidin-1-ium-1-yl]butyl]phenyl]-2-methylpropanoate,74685737,CC(C)(C(=O)[O-])c1ccc(C(O)CCC[NH+]2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,RWTNPBWLLIMQHL-UHFFFAOYSA-N,0
TOX-478,metyrapone,"2-methyl-1,2-dipyridin-3-ylpropan-1-one",4174,CC(C)(C(=O)c1cccnc1)c1cccnc1,FJLBFSROUSIWMA-UHFFFAOYSA-N,0
TOX-479,,[1-(4-chlorophenyl)-2-methylpropan-2-yl]azanium,4119106,CC(C)([NH3+])Cc1ccc(Cl)cc1,ZCKAMNXUHHNZLN-UHFFFAOYSA-O,0
TOX-480,,methyl-(2-methyl-1-phenylpropan-2-yl)azanium,40716257,C[NH2+]C(C)(C)Cc1ccccc1,RXQCGGRTAILOIN-UHFFFAOYSA-O,0
TOX-481,PANTOTHENIC ACID(d) Na salt,"3-[[(2R)-2,4-dihydroxy-3,3-dimethylbutanoyl]amino]propanoate",167945,CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)[O-],GHOKWGTUZJEAQD-ZETCQYMHSA-M,0
TOX-482,Dexpanthenol,"(2R)-2,4-dihydroxy-N-(3-hydroxypropyl)-3,3-dimethylbutanamide",131204,CC(C)(CO)[C@@H](O)C(=O)NCCCO,SNPLKNRPJHDVJA-ZETCQYMHSA-N,0
TOX-483,,[amino-[amino-(4-chloroanilino)methylidene]azaniumylmethylidene]-propan-2-ylazanium,25271772,CC(C)/[NH+]=C(N)/[NH+]=C(\N)Nc1ccc(Cl)cc1,SSOLNOMRVKKSON-UHFFFAOYSA-P,0
TOX-484,clofazimine,"N,5-bis(4-chlorophenyl)-3-propan-2-yliminophenazin-2-amine",2794,CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1,WDQPAMHFFCXSNU-UHFFFAOYSA-N,0
TOX-485,,[(2S)-1-[2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]-3-hydroxypropoxy]-3-methyl-1-oxobutan-2-yl]azanium,135920972,CC(C)[C@H]([NH3+])C(=O)OCC(CO)OCn1cnc2c(=O)nc(N)[nH]c21,WPVFJKSGQUFQAP-GKAPJAKFSA-O,0
TOX-486,,[(2S)-1-[2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]ethoxy]-3-methyl-1-oxobutan-2-yl]azanium,135920970,CC(C)[C@H]([NH3+])C(=O)OCCOCn1cnc2c(=O)[nH]c(N)nc21,HDOVUKNUBWVHOX-QMMMGPOBSA-O,0
TOX-487,valacyclovir,2-[(2-amino-6-oxo-1H-purin-9-yl)methoxy]ethyl (2S)-2-amino-3-methylbutanoate,135398742,CC(C)[C@H](N)C(=O)OCCOCn1cnc2c(=O)nc(N)[nH]c21,HDOVUKNUBWVHOX-QMMMGPOBSA-N,1
TOX-488,,"[(3S,5S,6S,8S)-8-[(3-amino-2,2-dimethyl-3-oxopropyl)carbamoyl]-6-hydroxy-3-[[4-methoxy-3-(3-methoxypropoxy)phenyl]methyl]-2,9-dimethyldecan-5-yl]azanium",24917002,COCCCOc1cc(C[C@@H](C[C@H]([NH3+])[C@@H](O)C[C@H](C(=O)NCC(C)(C)C(N)=O)C(C)C)C(C)C)ccc1OC,UXOWGYHJODZGMF-QORCZRPOSA-O,0
TOX-489,NIVOCASAN,"(5R)-N-[(2S,3S)-2-(fluoromethyl)-2-hydroxy-5-oxooxolan-3-yl]-3-isoquinolin-1-yl-5-propan-2-yl-4H-1,2-oxazole-5-carboxamide",11633038,CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1,VYFGDLGHHBUDTQ-ZLGUVYLKSA-N,1
TOX-490,,"[(1R,5R)-8-methyl-8-propan-2-yl-8-azoniabicyclo[3.2.1]octan-3-yl] 3-hydroxy-2-phenylpropanoate",43232,CC(C)[N+]1(C)[C@@H]2CC[C@@H]1CC(OC(=O)C(CO)c1ccccc1)C2,OEXHQOGQTVQTAT-IPHBXJNRSA-N,0
TOX-491,,(4-amino-4-oxo-3-phenyl-3-pyridin-2-ylbutyl)-di(propan-2-yl)azanium,74652197,CC(C)[NH+](CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C,UVTNFZQICZKOEM-UHFFFAOYSA-O,0
TOX-492,,[(2S)-3-[4-[2-(cyclopropylmethoxy)ethyl]phenoxy]-2-hydroxypropyl]-propan-2-ylazanium,24849134,CC(C)[NH2+]C[C@H](O)COc1ccc(CCOCC2CC2)cc1,NWIUTZDMDHAVTP-KRWDZBQOSA-O,0
TOX-493,,"[2-(3,4-dihydroxyphenyl)-2-hydroxyethyl]-propan-2-ylazanium",3931172,CC(C)[NH2+]CC(O)c1ccc(O)c(O)c1,JWZZKOKVBUJMES-UHFFFAOYSA-O,0
TOX-494,sotalol(1+),[2-hydroxy-2-[4-(methanesulfonamido)phenyl]ethyl]-propan-2-ylazanium,21580808,CC(C)[NH2+]CC(O)c1ccc(NS(C)(=O)=O)cc1,ZBMZVLHSJCTVON-UHFFFAOYSA-O,0
TOX-495,,[2-hydroxy-3-[4-(3-methoxy-3-oxopropyl)phenoxy]propyl]-propan-2-ylazanium,74441072,COC(=O)CCc1ccc(OCC(O)C[NH2+]C(C)C)cc1,AQNDDEOPVVGCPG-UHFFFAOYSA-O,0
TOX-496,,[3-[4-[2-(cyclopropylmethoxy)ethyl]phenoxy]-2-hydroxypropyl]-propan-2-ylazanium,44276024,CC(C)[NH2+]CC(O)COc1ccc(CCOCC2CC2)cc1,NWIUTZDMDHAVTP-UHFFFAOYSA-O,0
TOX-497,,[2-hydroxy-3-[4-(2-propan-2-yloxyethoxymethyl)phenoxy]propyl]-propan-2-ylazanium,24848204,CC(C)[NH2+]CC(O)COc1ccc(COCCOC(C)C)cc1,VHYCDWMUTMEGQY-UHFFFAOYSA-O,0
TOX-498,,[2-hydroxy-3-(1H-indol-4-yloxy)propyl]-propan-2-ylazanium,78423074,CC(C)[NH2+]CC(O)COc1cccc2[nH]ccc12,JZQKKSLKJUAGIC-UHFFFAOYSA-O,0
TOX-499,,(2-hydroxy-3-naphthalen-1-yloxypropyl)-propan-2-ylazanium,5102582,CC(C)[NH2+]CC(O)COc1cccc2ccccc12,AQHHHDLHHXJYJD-UHFFFAOYSA-O,0
TOX-500,,[2-hydroxy-3-(2-prop-2-enoxyphenoxy)propyl]-propan-2-ylazanium,24848367,C=CCOc1ccccc1OCC(O)C[NH2+]C(C)C,CEMAWMOMDPGJMB-UHFFFAOYSA-O,0
TOX-501,,3-(9-carbamoylfluoren-9-yl)propyl-propan-2-ylazanium,86308574,CC(C)[NH2+]CCCC1(C(N)=O)c2ccccc2-c2ccccc21,UCEWGESNIULAGX-UHFFFAOYSA-O,0
TOX-502,,"[4-cyano-4-(3,4-dimethoxyphenyl)-5-methylhexyl]-[2-(3,4-dimethoxyphenyl)ethyl]-methylazanium",3751958,COc1ccc(CC[NH+](C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,SGTNSNPWRIOYBX-UHFFFAOYSA-O,0
